created_at,id,id_str,text,full_text,truncated,entities,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,favorited_by,retweeted,scopes,lang,possibly_sensitive,display_text_width,display_text_range,retweeted_status,quoted_status,quoted_status_id,quoted_status_id_str,quoted_status_permalink,quote_count,timestamp_ms,reply_count,filter_level,metadata,query,withheld_scope,withheld_copyright,withheld_in_countries,possibly_sensitive_appealable
2022-12-17T03:09:35Z,1603950508099649500,1603950508099649538,@despacillo @XdanielArt mierda nos equivocamos de lado xddd,@despacillo @XdanielArt mierda nos equivocamos de lado xddd,FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1603854285455954e3,1603854285455953929,199826882,199826882,despacillo,,,,NA,FALSE,0,10,FALSE,NA,FALSE,NA,es,NA,NA,59,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-12-14T10:02:53Z,1.6029673545852641e+18,1602967354585264131,@sfdxpro @MSI_ES Las founders están guapisimas :D,@sfdxpro @MSI_ES Las founders están guapisimas :D,FALSE,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1602741596306415600,1602741596306415616,2959109789,2959109789,sfdxpro,,,,NA,FALSE,0,198,FALSE,NA,FALSE,NA,es,NA,NA,49,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-12-11T17:38:17Z,1601994796343726e3,1601994796343726080,@TheChronosF hombre como si la tenemos que sacar desde el hospital ;),@TheChronosF hombre como si la tenemos que sacar desde el hospital ;),FALSE,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1601993614137106400,1601993614137106432,280676447,280676447,TheChronosF,,,,NA,FALSE,0,22,FALSE,NA,FALSE,NA,es,NA,NA,69,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-12-11T17:16:56Z,1601989423100575700,1601989423100575747,"Estoy con fiebre chicos, hoy no haré directo 🤒","Estoy con fiebre chicos, hoy no haré directo 🤒",FALSE,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,7,771,FALSE,NA,FALSE,NA,es,NA,NA,46,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-12-09T11:02:04Z,1601170309326942200,1601170309326942208,"@marcoCreativo @jpaask @myanes_dev juas, lo voy a ver!","@marcoCreativo @jpaask @myanes_dev juas, lo voy a ver!",FALSE,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.6011621208630559e+18,1601162120863055878,19900717,19900717,marcoCreativo,,,,NA,FALSE,0,4,FALSE,NA,FALSE,NA,es,NA,NA,54,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-12-09T11:01:51Z,1601170253274566700,1601170253274566656,"@jpaask @myanes_dev @marcoCreativo Yo creo que lo MEJOR... es comprar un servidor de ficheros de rack, meterle linux y configurar todo uno mismo, con piezas standard, facilmente reemplazables, en un armario, escalable etc... pero hay que saber lo que haces para eso y dedicarle tiempo o pagar a una empresa","@jpaask @myanes_dev @marcoCreativo Yo creo que lo MEJOR... es comprar un servidor de ficheros de rack, meterle linux y configurar todo uno mismo, con piezas standard, facilmente reemplazables, en un armario, escalable etc... pero hay que saber lo que haces para eso y dedicarle tiempo o pagar a una empresa",FALSE,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1601159463637258200,1601159463637258240,2432386358,2432386358,jpaask,,,,NA,FALSE,0,7,FALSE,NA,FALSE,NA,es,NA,NA,306,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-12-09T10:08:12Z,1601156751784841200,1601156751784841216,¿Como NO iba a ser Elden Ring el GOTY? Y eso que no entendi nada del juego eh,¿Como NO iba a ser Elden Ring el GOTY? Y eso que no entendi nada del juego eh,FALSE,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,37,1816,FALSE,NA,FALSE,NA,es,NA,NA,77,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-12-06T13:34:56Z,1600121613713756200,1600121613713756163,Hoy acabamos si o si el Corne en twitch... Uff que ganassss a las 18:00 nos vemos ahí!,Hoy acabamos si o si el Corne en twitch... Uff que ganassss a las 18:00 nos vemos ahí!,FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,8,302,FALSE,NA,FALSE,NA,es,NA,NA,86,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-12-02T08:02:25Z,1598588382703149e3,1598588382703149057,"@SizeMattersBaby Bueno, la temática en general de tu canal interesa más a chicos y es dificil por mucho que ese video sea de otra temática llegar a gente que no sea de tu público habitual, por lo menos hoy en día, se puede pero cuesta... Aqui mis stats https://t.co/ru39Z9CFqo","@SizeMattersBaby Bueno, la temática en general de tu canal interesa más a chicos y es dificil por mucho que ese video sea de otra temática llegar a gente que no sea de tu público habitual, por lo menos hoy en día, se puede pero cuesta... Aqui mis stats https://t.co/ru39Z9CFqo",FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1598356342368084e3,1598356342368083968,1102534529556906e3,1102534529556905984,SizeMattersBaby,,,,NA,FALSE,4,314,FALSE,NA,FALSE,NA,es,FALSE,NA,252,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-12-01T13:49:00Z,1598313216337117200,1598313216337117184,@TheAutenticoOne @JordiWild xddd,@TheAutenticoOne @JordiWild xddd,FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1598267958434091e3,1598267958434091008,3197699555,3197699555,TheAutenticoOne,,,,NA,FALSE,0,11,FALSE,NA,FALSE,NA,und,NA,NA,32,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-12-01T08:03:52Z,1598226361608704e3,1598226361608704000,@periqoqoqoqoqo escucho todo lo que va sacando Monstercat y los Best of de los últimos 3 años la verdad 👌,@periqoqoqoqoqo escucho todo lo que va sacando Monstercat y los Best of de los últimos 3 años la verdad 👌,FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1598225852080468e3,1598225852080467968,1573972211450499e3,1573972211450499072,periqoqoqoqoqo,,,,NA,FALSE,0,7,FALSE,NA,FALSE,NA,es,NA,NA,105,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-12-01T07:54:28Z,1598223992539648e3,1598223992539648000,"@BasthianFernan1 EDM es Electronic Dance Music, tipo Avicii, Afrojack, Calvin Harris, Nero... Todos estos productores/dj","@BasthianFernan1 EDM es Electronic Dance Music, tipo Avicii, Afrojack, Calvin Harris, Nero... Todos estos productores/dj",FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1598223248067534800,1598223248067534850,1070475779711139800,1070475779711139840,LS_110802,,,,NA,FALSE,0,19,FALSE,NA,FALSE,NA,es,NA,NA,120,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-12-01T07:50:45Z,1598223058996981800,1598223058996981760,Se notan los 30 https://t.co/8xkbqG8NvN,Se notan los 30 https://t.co/8xkbqG8NvN,FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,6,630,FALSE,NA,FALSE,NA,es,FALSE,NA,15,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-24T07:32:45Z,1595681815435837400,1595681815435837440,@elonmusk Did you adjust algorithm to achieve this? Will you publicly disclose how it works? That would be awesome,@elonmusk Did you adjust algorithm to achieve this? Will you publicly disclose how it works? That would be awesome,FALSE,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1595630109116989400,1595630109116989440,44196397,44196397,elonmusk,,,,NA,FALSE,8,519,FALSE,NA,FALSE,NA,en,NA,NA,114,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-22T21:47:45Z,1595172207373783e3,1595172207373783052,11 años de carcel le cayeron a Elisabeth Holmes al final,11 años de carcel le cayeron a Elisabeth Holmes al final,FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,31,1149,FALSE,NA,FALSE,NA,es,NA,NA,56,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-21T18:44:17Z,1594763649469522e3,1594763649469521920,"@pernogames muy gratuito, pero tranqui que no vas a empezar 2023 sin hipo","@pernogames muy gratuito, pero tranqui que no vas a empezar 2023 sin hipo",FALSE,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1594735298755588e3,1594735298755588098,3097871249,3097871249,pernogames,,,,NA,FALSE,1,44,FALSE,NA,FALSE,NA,es,NA,NA,73,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-21T18:43:19Z,1594763402852896800,1594763402852896790,Donde soléis leer noticias de tecnología? Os leo 👓,Donde soléis leer noticias de tecnología? Os leo 👓,FALSE,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,45,1880,FALSE,NA,FALSE,NA,es,NA,NA,50,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-21T16:06:22Z,1594723905784221700,1594723905784221696,HyperX lleva como mucho tiempo sin sacar nada nuevo interesante no?,HyperX lleva como mucho tiempo sin sacar nada nuevo interesante no?,FALSE,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,11,820,FALSE,NA,FALSE,NA,es,NA,NA,67,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-20T05:50:21Z,1594206494811103200,1594206494811103232,No le está yendo mal eh https://t.co/wDi9KOyVc2,No le está yendo mal eh https://t.co/wDi9KOyVc2,FALSE,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,16,688,FALSE,NA,FALSE,NA,es,FALSE,NA,23,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-18T10:06:48Z,1593546254906232800,1593546254906232833,VIDEAZO de Miguel https://t.co/NJegXf9ZaY,VIDEAZO de Miguel https://t.co/NJegXf9ZaY,FALSE,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,5,174,FALSE,NA,FALSE,NA,es,FALSE,NA,41,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-16T12:45:29Z,1592861414406123500,1592861414406123520,Existe la gente que juega Fallout 76? O solo intentan pushear el juego a muerte aunque sea un fail desde su lanzamiento?,Existe la gente que juega Fallout 76? O solo intentan pushear el juego a muerte aunque sea un fail desde su lanzamiento?,FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,19,821,FALSE,NA,FALSE,NA,es,NA,NA,120,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-16T11:48:32Z,1592847079592034300,1592847079592034305,Así acabo mi noche del martes... https://t.co/qErwsxdDpe,Así acabo mi noche del martes... https://t.co/qErwsxdDpe,FALSE,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,24,274,FALSE,NA,FALSE,NA,es,FALSE,NA,56,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-15T08:38:55Z,1592436976820846600,1592436976820846592,Si queréis ver a todos los finalistas y echar una risa xd https://t.co/WQdElBrHT2,Si queréis ver a todos los finalistas y echar una risa xd https://t.co/WQdElBrHT2,FALSE,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1592435852654743600,1592435852654743553,752467675528454100,752467675528454144,nategentile7,,,,NA,FALSE,1,71,FALSE,NA,FALSE,NA,es,FALSE,NA,81,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-15T08:34:27Z,1592435852654743600,1592435852654743553,Una RTX 3080 ha encontrado nuevo hogar https://t.co/hwRaf4eAmm,Una RTX 3080 ha encontrado nuevo hogar https://t.co/hwRaf4eAmm,FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,13,762,FALSE,NA,FALSE,NA,es,FALSE,NA,38,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-14T16:09:35Z,1592188001203159e3,1592188001203159041,Será la RTX 4090 mejor calidad / precio que la RTX 4080? Hagan sus apuestas,Será la RTX 4090 mejor calidad / precio que la RTX 4080? Hagan sus apuestas,FALSE,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,5,123,FALSE,NA,FALSE,NA,es,NA,NA,75,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-13T10:21:08Z,1591737921287377e3,1591737921287376896,"No todo el mundo está al día de que el blue check ha cambiado de significado, pueden engañar a más de uno. Yo creo que si querían hacer una cuenta premium tendrían que haber inventado un nuevo lenguaje, en lugar de poner otro tag a los ""oficial"", poner un tag a los premium","No todo el mundo está al día de que el blue check ha cambiado de significado, pueden engañar a más de uno. Yo creo que si querían hacer una cuenta premium tendrían que haber inventado un nuevo lenguaje, en lugar de poner otro tag a los ""oficial"", poner un tag a los premium",FALSE,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1591737334357270500,1591737334357270528,752467675528454100,752467675528454144,nategentile7,,,,NA,FALSE,9,388,FALSE,NA,FALSE,NA,es,NA,NA,273,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-13T10:18:48Z,1591737334357270500,1591737334357270528,"Que quiero poner una queja a Iberia, mucha gente hace esto por twitter, por DM, estoy en el aeropuerto con prisa, y le hablo a una cuenta random con el blue check que me pide la tarjeta de credito con la que hice la reserva...","Que quiero poner una queja a Iberia, mucha gente hace esto por twitter, por DM, estoy en el aeropuerto con prisa, y le hablo a una cuenta random con el blue check que me pide la tarjeta de credito con la que hice la reserva...",FALSE,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1591737064550170600,1591737064550170626,752467675528454100,752467675528454144,nategentile7,,,,NA,FALSE,6,337,FALSE,NA,FALSE,NA,es,NA,NA,226,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-13T10:17:43Z,1591737064550170600,1591737064550170626,"Ok la gente quiere el blue check y lo puede tener pagando, pero si se puede pagar por él que significado tiene? Además el problema es creer que es un símbolo de status, al contrario es una garantía de que la cuenta es oficial, por ejemplo imaginate","Ok la gente quiere el blue check y lo puede tener pagando, pero si se puede pagar por él que significado tiene? Además el problema es creer que es un símbolo de status, al contrario es una garantía de que la cuenta es oficial, por ejemplo imaginate",FALSE,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1591736829560393700,1591736829560393728,752467675528454100,752467675528454144,nategentile7,,,,NA,FALSE,3,296,FALSE,NA,FALSE,NA,es,NA,NA,248,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-13T10:16:47Z,1591736829560393700,1591736829560393728,"Antes tenía mis dudas y un voto de confianza en Elon, pero es que cambiar el significado de un lenguaje visual al que la gente lleva muchos años acostumbrada de un día para otro es estúpido...","Antes tenía mis dudas y un voto de confianza en Elon, pero es que cambiar el significado de un lenguaje visual al que la gente lleva muchos años acostumbrada de un día para otro es estúpido...",FALSE,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1591736179397099500,1591736179397099522,752467675528454100,752467675528454144,nategentile7,,,,NA,FALSE,7,341,FALSE,NA,FALSE,NA,es,NA,NA,192,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-13T10:14:12Z,1591736179397099500,1591736179397099522,Porque Intel si y Centímetros Cúbicos no? https://t.co/Zt3kfkaViE,Porque Intel si y Centímetros Cúbicos no? https://t.co/Zt3kfkaViE,FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1591735891667873800,1591735891667873792,752467675528454100,752467675528454144,nategentile7,,,,NA,FALSE,1,271,FALSE,NA,FALSE,NA,es,FALSE,NA,41,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-13T10:13:04Z,1591735891667873800,1591735891667873792,"ah y solo aparece en movil, esto es un caos xd","ah y solo aparece en movil, esto es un caos xd",FALSE,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1591735798512091100,1591735798512091137,752467675528454100,752467675528454144,nategentile7,,,,NA,FALSE,1,308,FALSE,NA,FALSE,NA,es,NA,NA,46,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-13T10:12:42Z,1591735798512091100,1591735798512091137,"El ""Oficial"" ese que sale debajo del nombre de la cuenta esta genial, pero no entiendo el criterio de quien lo lleva y quien no","El ""Oficial"" ese que sale debajo del nombre de la cuenta esta genial, pero no entiendo el criterio de quien lo lleva y quien no",FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,44,1796,FALSE,NA,FALSE,NA,es,NA,NA,127,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-11T13:49:34Z,1591065603045208e3,1591065603045208068,@lalocura1899 xdddd de donde salio esa foto,@lalocura1899 xdddd de donde salio esa foto,FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1591060418235347e3,1591060418235346945,3331535260,3331535260,lalocura1899,,,,NA,FALSE,0,115,FALSE,NA,FALSE,NA,es,NA,NA,43,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-11T13:05:47Z,159105458148386e4,1591054581483859970,Los lenguajes de programación... en realidad son sectas,Los lenguajes de programación... en realidad son sectas,FALSE,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,602,7296,FALSE,NA,FALSE,NA,es,NA,NA,55,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-09T16:18:19Z,1590378260604784600,1590378260604784641,@ElDarkitecto yo... creo que si,@ElDarkitecto yo... creo que si,FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1590332560110137300,1590332560110137344,1368844755694739500,1368844755694739457,ElDarkitecto,,,,NA,FALSE,0,3,FALSE,NA,FALSE,NA,es,NA,NA,31,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-09T10:12:49Z,1590286277672571e3,1590286277672570881,"@iShadow_Heaven Si, estaría super guai :D","@iShadow_Heaven Si, estaría super guai :D",FALSE,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1590285760829456400,1590285760829456384,2361463602,2361463602,iShadow_Heaven,,,,NA,FALSE,0,43,FALSE,NA,FALSE,NA,es,NA,NA,41,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-09T10:12:08Z,1590286104766615600,1590286104766615553,"Curiosamente la semana que viene también saldrían las reviews de la RTX 4080, yo pienso que que estas fechas coincidan no es casualidad 👀 pero bueno de momento ya he hablado bastante 🤐","Curiosamente la semana que viene también saldrían las reviews de la RTX 4080, yo pienso que que estas fechas coincidan no es casualidad 👀 pero bueno de momento ya he hablado bastante 🤐",FALSE,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1590284713906036700,1590284713906036736,752467675528454100,752467675528454144,nategentile7,,,,NA,FALSE,8,400,FALSE,NA,FALSE,NA,es,NA,NA,184,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-09T10:06:36Z,1590284713906036700,1590284713906036736,"Por los que me preguntáis por la review de las nuevas gráficas de AMD, todavía AMD no ha mandado muestras (GPUs) a los medios, tendremos que esperar aún, pero si tenemos datos de rendimiento proporcionados por ellos que hasta la semana que viene no se pueden revelar","Por los que me preguntáis por la review de las nuevas gráficas de AMD, todavía AMD no ha mandado muestras (GPUs) a los medios, tendremos que esperar aún, pero si tenemos datos de rendimiento proporcionados por ellos que hasta la semana que viene no se pueden revelar",FALSE,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,20,1094,FALSE,NA,FALSE,NA,es,NA,NA,266,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-09T09:58:15Z,1590282614187122700,1590282614187122689,@NZXT_ES Confieso que tuve que practicar en el espejo para no decirlo mal en los videos,@NZXT_ES Confieso que tuve que practicar en el espejo para no decirlo mal en los videos,FALSE,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1590282069581922300,1590282069581922304,725693112941568e3,725693112941568000,NZXT_ES,,,,NA,FALSE,0,15,FALSE,NA,FALSE,NA,es,NA,NA,87,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-09T08:40:15Z,1590262985095663600,1590262985095663616,"Ayer subí este video con la historia de la adquisición de Twitter y cuales son las intenciones declaradas de Elon, os lo dejo por aquí https://t.co/6S3l8M8IsR","Ayer subí este video con la historia de la adquisición de Twitter y cuales son las intenciones declaradas de Elon, os lo dejo por aquí https://t.co/6S3l8M8IsR",FALSE,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,44,493,FALSE,NA,FALSE,NA,es,FALSE,NA,158,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-08T20:57:41Z,159008617608158e4,1590086176081580032,"@iShadow_Heaven @majeokey @YTCreadores @binance @ftx_app ui el ganador, me habia olvidado mañana lo anuncio xd","@iShadow_Heaven @majeokey @YTCreadores @binance @ftx_app ui el ganador, me habia olvidado mañana lo anuncio xd",FALSE,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1590085520809681e3,1590085520809680896,2361463602,2361463602,iShadow_Heaven,,,,NA,FALSE,0,10,FALSE,NA,FALSE,NA,es,NA,NA,110,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-08T20:50:00Z,1590084242578411500,1590084242578411520,@majeokey @YTCreadores @binance @ftx_app wtf es esta mierda,@majeokey @YTCreadores @binance @ftx_app wtf es esta mierda,FALSE,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1590083610966913e3,1590083610966913025,1049850592238161900,1049850592238161921,majeokey,,,,NA,FALSE,0,49,FALSE,NA,FALSE,NA,es,NA,NA,59,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-08T20:45:01Z,1590082990629335e3,1590082990629335041,@YTCreadores porque puede ser que no se me suban los videos? Hay alguna incidencia?,@YTCreadores porque puede ser que no se me suban los videos? Hay alguna incidencia?,FALSE,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1590079697962283e3,1590079697962283009,752467675528454100,752467675528454144,nategentile7,,,,NA,FALSE,3,197,FALSE,NA,FALSE,NA,es,NA,NA,83,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-08T20:31:56Z,1590079697962283e3,1590079697962283009,Hoy Youtube no deja subir videos 🤷‍♂️ https://t.co/gwLj6C05XV,Hoy Youtube no deja subir videos 🤷‍♂️ https://t.co/gwLj6C05XV,FALSE,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,8,497,FALSE,NA,FALSE,NA,es,FALSE,NA,37,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-05T16:23:21Z,1588929974375166e3,1588929974375165955,Esta bastante bien eh Cyberpunk Edgerunners...,Esta bastante bien eh Cyberpunk Edgerunners...,FALSE,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,27,1432,FALSE,NA,FALSE,NA,fi,NA,NA,46,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-05T16:21:24Z,1588929485352890400,1588929485352890373,"@saskzu @kawazo_gg No tengo la fecha de NDA aun, pero cuando AMD nos deje antes complicado 😅","@saskzu @kawazo_gg No tengo la fecha de NDA aun, pero cuando AMD nos deje antes complicado 😅",FALSE,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1588874209530630100,1588874209530630145,1415782351687364600,1415782351687364621,saskzu,,,,NA,FALSE,0,3,FALSE,NA,FALSE,NA,es,NA,NA,92,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-05T16:20:29Z,1588929252241834e3,1588929252241833985,"@seryigartxia Creo que por fechas antes sale la review de la 4080 si, pero ahora no tengo el calendario delante, al final esto lo decide Nvidia / AMD etc... ellos ponen las fechas de embargo","@seryigartxia Creo que por fechas antes sale la review de la 4080 si, pero ahora no tengo el calendario delante, al final esto lo decide Nvidia / AMD etc... ellos ponen las fechas de embargo",FALSE,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",158883212018074e4,1588832120180740097,186579748,186579748,seryigartxia,,,,NA,FALSE,0,3,FALSE,NA,FALSE,NA,es,NA,NA,190,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-05T16:19:28Z,1588928996389318700,1588928996389318656,@Shammash_ por supuesto que estamos trabajando en ello :),@Shammash_ por supuesto que estamos trabajando en ello :),FALSE,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1588904614191300600,1588904614191300608,3130716591,3130716591,Shammash_,,,,NA,FALSE,0,9,FALSE,NA,FALSE,NA,es,NA,NA,57,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
